global_id,street_name,house_number,house_number_suffix,postcode,city,province,price,living_area,plot_area,rooms,bedrooms,energy_label,status,description,offering_type,publication_date
90000319,Herestraat,17,,9711LC,Groningen,Groningen,473300,69,118,2,1,E,beschikbaar,"Compacte woning dichtbij het centrum, Herestraat.",koop,2024-01-15
90000320,Herestraat,19,,9711LC,Groningen,Groningen,455110,144,,4,3,B,onder bod,Modern herenhuis aan de Herestraat.,koop,2024-01-15
90000321,Oude Ebbingestraat,1,,9712HA,Groningen,Groningen,452611,173,,5,4,C,onder bod,"Compacte woning dichtbij het centrum, Oude Ebbingestraat.",koop,2024-01-15
90000322,Oude Ebbingestraat,3,,9712HA,Groningen,Groningen,308078,159,72,5,4,G,beschikbaar,Sfeervolle woning aan de Oude Ebbingestraat.,koop,2024-01-15
90000323,Oude Ebbingestraat,5,,9712HA,Groningen,Groningen,486640,82,,2,1,B,verkocht onder voorbehoud,Sfeervolle woning aan de Oude Ebbingestraat.,koop,2024-01-15
90000324,Oude Ebbingestraat,7,,9712HA,Groningen,Groningen,395103,146,,4,3,E,onder bod,Sfeervolle woning aan de Oude Ebbingestraat.,koop,2024-01-15
90000325,Oude Ebbingestraat,9,,9712HA,Groningen,Groningen,480978,70,,2,1,C,beschikbaar,"Karakteristiek pand in het centrum, Oude Ebbingestraat.",koop,2024-01-15
90000326,Oude Ebbingestraat,11,,9712HA,Groningen,Groningen,434555,166,100,5,4,B,onder bod,Lichte bovenwoning aan de Oude Ebbingestraat.,koop,2024-01-15
90000327,Oude Ebbingestraat,13,,9712HA,Groningen,Groningen,363569,166,,5,4,E,beschikbaar,"Karakteristiek pand in het centrum, Oude Ebbingestraat.",koop,2024-01-15
90000328,Oude Ebbingestraat,15,,9712HA,Groningen,Groningen,469962,70,,2,1,A,beschikbaar,Modern herenhuis aan de Oude Ebbingestraat.,koop,2024-01-15
90000329,Oude Ebbingestraat,17,,9712HA,Groningen,Groningen,469234,67,84,2,1,F,beschikbaar,Modern herenhuis aan de Oude Ebbingestraat.,koop,2024-01-15
90000330,Oude Ebbingestraat,19,,9712HA,Groningen,Groningen,282588,174,229,5,4,E,onder bod,Ruim appartement met balkon aan de Oude Ebbingestraat.,koop,2024-01-15
90000331,Vismarkt,1,,9712CB,Groningen,Groningen,459715,59,146,2,1,A,beschikbaar,Ruim appartement met balkon aan de Vismarkt.,koop,2024-01-15
90000332,Vismarkt,3,,9712CB,Groningen,Groningen,430724,76,,2,1,A,beschikbaar,Modern herenhuis aan de Vismarkt.,koop,2024-01-15
90000333,Vismarkt,5,,9712CB,Groningen,Groningen,492807,134,244,4,3,E,verkocht onder voorbehoud,Lichte bovenwoning aan de Vismarkt.,koop,2024-01-15
90000334,Vismarkt,7,,9712CB,Groningen,Groningen,499686,143,248,4,3,C,beschikbaar,Ruim appartement met balkon aan de Vismarkt.,koop,2024-01-15
90000335,Vismarkt,9,,9712CB,Groningen,Groningen,484941,166,,5,4,C,onder bod,Sfeervolle woning aan de Vismarkt.,koop,2024-01-15
90000336,Vismarkt,11,,9712CB,Groningen,Groningen,386098,123,,4,3,D,beschikbaar,Modern herenhuis aan de Vismarkt.,koop,2024-01-15
90000337,Vismarkt,13,,9712CB,Groningen,Groningen,276926,178,,5,4,B,beschikbaar,"Compacte woning dichtbij het centrum, Vismarkt.",koop,2024-01-15
90000338,Vismarkt,15,,9712CB,Groningen,Groningen,353326,115,212,3,2,F,verkocht onder voorbehoud,Ruim appartement met balkon aan de Vismarkt.,koop,2024-01-15
90000339,Vismarkt,17,,9712CB,Groningen,Groningen,380931,106,,3,2,E,onder bod,Lichte bovenwoning aan de Vismarkt.,koop,2024-01-15
90000340,Vismarkt,19,,9712CB,Groningen,Groningen,284258,120,137,4,3,B,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Vismarkt.",koop,2024-01-15
90000341,Folkingestraat,1,,9711JW,Groningen,Groningen,353694,166,,5,4,D,onder bod,Ruim appartement met balkon aan de Folkingestraat.,koop,2024-01-15
90000342,Folkingestraat,3,,9711JW,Groningen,Groningen,298409,91,,3,2,E,verkocht onder voorbehoud,Ruim appartement met balkon aan de Folkingestraat.,koop,2024-01-15
90000343,Folkingestraat,5,,9711JW,Groningen,Groningen,398348,129,179,4,3,B,beschikbaar,Sfeervolle woning aan de Folkingestraat.,koop,2024-01-15
90000344,Folkingestraat,7,,9711JW,Groningen,Groningen,311009,180,43,6,5,E,beschikbaar,Ruim appartement met balkon aan de Folkingestraat.,koop,2024-01-15
90000345,Folkingestraat,9,,9711JW,Groningen,Groningen,321353,91,,3,2,C,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Folkingestraat.",koop,2024-01-15
90000346,Folkingestraat,11,,9711JW,Groningen,Groningen,387466,67,141,2,1,C,beschikbaar,Modern herenhuis aan de Folkingestraat.,koop,2024-01-15
90000347,Folkingestraat,13,,9711JW,Groningen,Groningen,324958,140,,4,3,E,onder bod,Sfeervolle woning aan de Folkingestraat.,koop,2024-01-15
90000348,Folkingestraat,15,,9711JW,Groningen,Groningen,490965,143,,4,3,B,beschikbaar,Sfeervolle woning aan de Folkingestraat.,koop,2024-01-15
90000349,Folkingestraat,17,,9711JW,Groningen,Groningen,403497,179,205,5,4,G,beschikbaar,"Karakteristiek pand in het centrum, Folkingestraat.",koop,2024-01-15
90000350,Folkingestraat,19,,9711JW,Groningen,Groningen,330362,148,87,4,3,D,beschikbaar,Lichte bovenwoning aan de Folkingestraat.,koop,2024-01-15
90000351,Vrijthof,1,,6211LD,Maastricht,Limburg,398354,88,212,2,1,D,beschikbaar,Lichte bovenwoning aan de Vrijthof.,koop,2024-01-15
90000352,Vrijthof,3,,6211LD,Maastricht,Limburg,332399,50,59,2,1,B,beschikbaar,"Compacte woning dichtbij het centrum, Vrijthof.",koop,2024-01-15
90000353,Vrijthof,5,,6211LD,Maastricht,Limburg,370772,47,199,2,1,A,onder bod,"Compacte woning dichtbij het centrum, Vrijthof.",koop,2024-01-15
90000354,Vrijthof,7,,6211LD,Maastricht,Limburg,352363,74,,2,1,C,onder bod,"Karakteristiek pand in het centrum, Vrijthof.",koop,2024-01-15
90000355,Vrijthof,9,,6211LD,Maastricht,Limburg,386665,172,,5,4,D,beschikbaar,Ruim appartement met balkon aan de Vrijthof.,koop,2024-01-15
90000356,Vrijthof,11,,6211LD,Maastricht,Limburg,429526,67,,2,1,E,verkocht onder voorbehoud,Ruim appartement met balkon aan de Vrijthof.,koop,2024-01-15
90000357,Vrijthof,13,,6211LD,Maastricht,Limburg,377600,70,,2,1,C,beschikbaar,"Karakteristiek pand in het centrum, Vrijthof.",koop,2024-01-15
90000358,Vrijthof,15,,6211LD,Maastricht,Limburg,381974,55,,2,1,B,verkocht onder voorbehoud,Modern herenhuis aan de Vrijthof.,koop,2024-01-15
90000359,Vrijthof,17,,6211LD,Maastricht,Limburg,347938,113,,3,2,A,beschikbaar,Sfeervolle woning aan de Vrijthof.,koop,2024-01-15
90000360,Vrijthof,19,,6211LD,Maastricht,Limburg,329637,167,,5,4,C,beschikbaar,Ruim appartement met balkon aan de Vrijthof.,koop,2024-01-15
90000361,Grote Staat,1,,6211CT,Maastricht,Limburg,307554,157,127,5,4,D,onder bod,Lichte bovenwoning aan de Grote Staat.,koop,2024-01-15
90000362,Grote Staat,3,,6211CT,Maastricht,Limburg,437577,111,,3,2,A,verkocht onder voorbehoud,Lichte bovenwoning aan de Grote Staat.,koop,2024-01-15
90000363,Grote Staat,5,,6211CT,Maastricht,Limburg,473987,155,,5,4,A,beschikbaar,Lichte bovenwoning aan de Grote Staat.,koop,2024-01-15
90000364,Grote Staat,7,,6211CT,Maastricht,Limburg,319625,174,,5,4,E,beschikbaar,Modern herenhuis aan de Grote Staat.,koop,2024-01-15
90000365,Grote Staat,9,,6211CT,Maastricht,Limburg,320664,102,,3,2,B,beschikbaar,Modern herenhuis aan de Grote Staat.,koop,2024-01-15
90000366,Grote Staat,11,,6211CT,Maastricht,Limburg,326907,125,157,4,3,D,beschikbaar,Modern herenhuis aan de Grote Staat.,koop,2024-01-15
90000367,Grote Staat,13,,6211CT,Maastricht,Limburg,379848,68,,2,1,G,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Grote Staat.",koop,2024-01-15
90000368,Grote Staat,15,,6211CT,Maastricht,Limburg,487867,161,226,5,4,C,beschikbaar,Lichte bovenwoning aan de Grote Staat.,koop,2024-01-15
90000369,Grote Staat,17,,6211CT,Maastricht,Limburg,443573,45,242,2,1,C,beschikbaar,"Compacte woning dichtbij het centrum, Grote Staat.",koop,2024-01-15
90000370,Grote Staat,19,,6211CT,Maastricht,Limburg,523397,149,186,4,3,A,beschikbaar,Modern herenhuis aan de Grote Staat.,koop,2024-01-15
90000371,Wycker Brugstraat,1,,6221ED,Maastricht,Limburg,312189,93,,3,2,A,beschikbaar,Lichte bovenwoning aan de Wycker Brugstraat.,koop,2024-01-15
90000372,Wycker Brugstraat,3,,6221ED,Maastricht,Limburg,519890,46,,2,1,A,beschikbaar,"Compacte woning dichtbij het centrum, Wycker Brugstraat.",koop,2024-01-15
90000373,Wycker Brugstraat,5,,6221ED,Maastricht,Limburg,432149,77,198,2,1,C,beschikbaar,Modern herenhuis aan de Wycker Brugstraat.,koop,2024-01-15
90000374,Wycker Brugstraat,7,,6221ED,Maastricht,Limburg,483504,160,,5,4,A,onder bod,Lichte bovenwoning aan de Wycker Brugstraat.,koop,2024-01-15
90000375,Wycker Brugstraat,9,,6221ED,Maastricht,Limburg,470416,133,,4,3,A,verkocht onder voorbehoud,Ruim appartement met balkon aan de Wycker Brugstraat.,koop,2024-01-15
90000376,Wycker Brugstraat,11,,6221ED,Maastricht,Limburg,374954,151,,5,4,E,onder bod,Modern herenhuis aan de Wycker Brugstraat.,koop,2024-01-15
90000377,Wycker Brugstraat,13,,6221ED,Maastricht,Limburg,369986,51,43,2,1,D,beschikbaar,Ruim appartement met balkon aan de Wycker Brugstraat.,koop,2024-01-15
90000378,Wycker Brugstraat,15,,6221ED,Maastricht,Limburg,326864,120,168,4,3,A,beschikbaar,"Compacte woning dichtbij het centrum, Wycker Brugstraat.",koop,2024-01-15
90000379,Wycker Brugstraat,17,,6221ED,Maastricht,Limburg,381960,57,,2,1,B,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Wycker Brugstraat.",koop,2024-01-15
90000380,Wycker Brugstraat,19,,6221ED,Maastricht,Limburg,517575,109,229,3,2,E,beschikbaar,Ruim appartement met balkon aan de Wycker Brugstraat.,koop,2024-01-15
90000381,Stokstraat,1,,6211GP,Maastricht,Limburg,398880,64,74,2,1,D,beschikbaar,Sfeervolle woning aan de Stokstraat.,koop,2024-01-15
90000382,Stokstraat,3,,6211GP,Maastricht,Limburg,310470,110,149,3,2,D,beschikbaar,Ruim appartement met balkon aan de Stokstraat.,koop,2024-01-15
90000383,Stokstraat,5,,6211GP,Maastricht,Limburg,505529,170,,5,4,C,beschikbaar,Lichte bovenwoning aan de Stokstraat.,koop,2024-01-15
90000384,Stokstraat,7,,6211GP,Maastricht,Limburg,391593,174,169,5,4,C,beschikbaar,Ruim appartement met balkon aan de Stokstraat.,koop,2024-01-15
90000385,Stokstraat,9,,6211GP,Maastricht,Limburg,439067,129,85,4,3,F,onder bod,Modern herenhuis aan de Stokstraat.,koop,2024-01-15
90000386,Stokstraat,11,,6211GP,Maastricht,Limburg,401155,55,,2,1,B,beschikbaar,"Karakteristiek pand in het centrum, Stokstraat.",koop,2024-01-15
90000387,Stokstraat,13,,6211GP,Maastricht,Limburg,321586,169,196,5,4,A,onder bod,Sfeervolle woning aan de Stokstraat.,koop,2024-01-15
90000388,Stokstraat,15,,6211GP,Maastricht,Limburg,502789,46,,2,1,A,verkocht onder voorbehoud,Ruim appartement met balkon aan de Stokstraat.,koop,2024-01-15
90000389,Stokstraat,17,,6211GP,Maastricht,Limburg,487922,63,,2,1,A,beschikbaar,"Karakteristiek pand in het centrum, Stokstraat.",koop,2024-01-15
90000390,Stokstraat,19,,6211GP,Maastricht,Limburg,515382,58,94,2,1,C,onder bod,Ruim appartement met balkon aan de Stokstraat.,koop,2024-01-15
90000391,Rechtstraat,1,,6221EG,Maastricht,Limburg,301546,155,129,5,4,D,onder bod,Lichte bovenwoning aan de Rechtstraat.,koop,2024-01-15
90000392,Rechtstraat,3,,6221EG,Maastricht,Limburg,308079,67,142,2,1,B,verkocht onder voorbehoud,Modern herenhuis aan de Rechtstraat.,koop,2024-01-15
90000393,Rechtstraat,5,,6221EG,Maastricht,Limburg,377326,79,,2,1,D,onder bod,Lichte bovenwoning aan de Rechtstraat.,koop,2024-01-15
90000394,Rechtstraat,7,,6221EG,Maastricht,Limburg,337060,140,,4,3,A,onder bod,Sfeervolle woning aan de Rechtstraat.,koop,2024-01-15
90000395,Rechtstraat,9,,6221EG,Maastricht,Limburg,355064,145,,4,3,F,beschikbaar,Lichte bovenwoning aan de Rechtstraat.,koop,2024-01-15
90000396,Rechtstraat,11,,6221EG,Maastricht,Limburg,347541,101,,3,2,B,beschikbaar,Lichte bovenwoning aan de Rechtstraat.,koop,2024-01-15
90000397,Rechtstraat,13,,6221EG,Maastricht,Limburg,393621,109,215,3,2,C,beschikbaar,Ruim appartement met balkon aan de Rechtstraat.,koop,2024-01-15
90000398,Rechtstraat,15,,6221EG,Maastricht,Limburg,339949,160,198,5,4,B,onder bod,"Compacte woning dichtbij het centrum, Rechtstraat.",koop,2024-01-15
90000399,Rechtstraat,17,,6221EG,Maastricht,Limburg,386917,156,122,5,4,A,verkocht onder voorbehoud,Modern herenhuis aan de Rechtstraat.,koop,2024-01-15
90000400,Rechtstraat,19,,6221EG,Maastricht,Limburg,516647,72,185,2,1,A,beschikbaar,Ruim appartement met balkon aan de Rechtstraat.,koop,2024-01-15
90000401,Heuvel,1,,5038CS,Tilburg,Noord-Brabant,371203,174,,5,4,E,onder bod,"Compacte woning dichtbij het centrum, Heuvel.",koop,2024-01-15
90000402,Heuvel,3,,5038CS,Tilburg,Noord-Brabant,436418,111,,3,2,G,beschikbaar,Ruim appartement met balkon aan de Heuvel.,koop,2024-01-15
90000403,Heuvel,5,,5038CS,Tilburg,Noord-Brabant,360385,119,158,3,2,C,beschikbaar,"Compacte woning dichtbij het centrum, Heuvel.",koop,2024-01-15
90000404,Heuvel,7,,5038CS,Tilburg,Noord-Brabant,311961,87,,2,1,A,beschikbaar,"Compacte woning dichtbij het centrum, Heuvel.",koop,2024-01-15
90000405,Heuvel,9,,5038CS,Tilburg,Noord-Brabant,400760,61,89,2,1,A,beschikbaar,"Karakteristiek pand in het centrum, Heuvel.",koop,2024-01-15
90000406,Heuvel,11,,5038CS,Tilburg,Noord-Brabant,483856,127,163,4,3,C,beschikbaar,Lichte bovenwoning aan de Heuvel.,koop,2024-01-15
90000407,Heuvel,13,,5038CS,Tilburg,Noord-Brabant,400363,64,,2,1,B,beschikbaar,Modern herenhuis aan de Heuvel.,koop,2024-01-15
90000408,Heuvel,15,,5038CS,Tilburg,Noord-Brabant,325290,46,,2,1,A,beschikbaar,Sfeervolle woning aan de Heuvel.,koop,2024-01-15
90000409,Heuvel,17,,5038CS,Tilburg,Noord-Brabant,453810,75,,2,1,B,beschikbaar,Sfeervolle woning aan de Heuvel.,koop,2024-01-15
90000410,Heuvel,19,,5038CS,Tilburg,Noord-Brabant,307239,150,41,5,4,A,onder bod,Ruim appartement met balkon aan de Heuvel.,koop,2024-01-15
90000411,Piusstraat,1,,5038WP,Tilburg,Noord-Brabant,287478,49,,2,1,D,beschikbaar,Ruim appartement met balkon aan de Piusstraat.,koop,2024-01-15
90000412,Piusstraat,3,,5038WP,Tilburg,Noord-Brabant,428371,150,,5,4,D,beschikbaar,Lichte bovenwoning aan de Piusstraat.,koop,2024-01-15
90000413,Piusstraat,5,,5038WP,Tilburg,Noord-Brabant,318044,62,128,2,1,A,beschikbaar,"Compacte woning dichtbij het centrum, Piusstraat.",koop,2024-01-15
90000414,Piusstraat,7,,5038WP,Tilburg,Noord-Brabant,289429,54,,2,1,C,beschikbaar,Modern herenhuis aan de Piusstraat.,koop,2024-01-15
90000415,Piusstraat,9,,5038WP,Tilburg,Noord-Brabant,471977,56,,2,1,B,beschikbaar,Modern herenhuis aan de Piusstraat.,koop,2024-01-15
90000416,Piusstraat,11,,5038WP,Tilburg,Noord-Brabant,407535,104,,3,2,A,onder bod,Modern herenhuis aan de Piusstraat.,koop,2024-01-15
90000417,Piusstraat,13,,5038WP,Tilburg,Noord-Brabant,363311,46,,2,1,A,beschikbaar,Lichte bovenwoning aan de Piusstraat.,koop,2024-01-15
90000418,Piusstraat,15,,5038WP,Tilburg,Noord-Brabant,418451,125,57,4,3,A,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Piusstraat.",koop,2024-01-15
90000419,Piusstraat,17,,5038WP,Tilburg,Noord-Brabant,391476,146,,4,3,B,onder bod,Ruim appartement met balkon aan de Piusstraat.,koop,2024-01-15
90000420,Piusstraat,19,,5038WP,Tilburg,Noord-Brabant,296217,146,,4,3,E,verkocht onder voorbehoud,Lichte bovenwoning aan de Piusstraat.,koop,2024-01-15
90000421,Korte Heuvel,1,,5038CT,Tilburg,Noord-Brabant,474939,86,160,2,1,B,beschikbaar,"Compacte woning dichtbij het centrum, Korte Heuvel.",koop,2024-01-15
90000422,Korte Heuvel,3,,5038CT,Tilburg,Noord-Brabant,333967,82,183,2,1,B,beschikbaar,Ruim appartement met balkon aan de Korte Heuvel.,koop,2024-01-15
90000423,Korte Heuvel,5,,5038CT,Tilburg,Noord-Brabant,421623,147,,4,3,C,verkocht onder voorbehoud,Sfeervolle woning aan de Korte Heuvel.,koop,2024-01-15
90000424,Korte Heuvel,7,,5038CT,Tilburg,Noord-Brabant,339974,157,247,5,4,D,onder bod,Ruim appartement met balkon aan de Korte Heuvel.,koop,2024-01-15
90000425,Korte Heuvel,9,,5038CT,Tilburg,Noord-Brabant,274453,177,,5,4,C,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Korte Heuvel.",koop,2024-01-15
90000426,Korte Heuvel,11,,5038CT,Tilburg,Noord-Brabant,440547,85,100,2,1,D,beschikbaar,Modern herenhuis aan de Korte Heuvel.,koop,2024-01-15
90000427,Korte Heuvel,13,,5038CT,Tilburg,Noord-Brabant,482517,62,,2,1,C,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Korte Heuvel.",koop,2024-01-15
90000428,Korte Heuvel,15,,5038CT,Tilburg,Noord-Brabant,396902,111,159,3,2,A,beschikbaar,"Karakteristiek pand in het centrum, Korte Heuvel.",koop,2024-01-15
90000429,Korte Heuvel,17,,5038CT,Tilburg,Noord-Brabant,391780,109,,3,2,G,onder bod,Ruim appartement met balkon aan de Korte Heuvel.,koop,2024-01-15
90000430,Korte Heuvel,19,,5038CT,Tilburg,Noord-Brabant,471741,52,96,2,1,A,verkocht onder voorbehoud,Ruim appartement met balkon aan de Korte Heuvel.,koop,2024-01-15
90000431,NS-plein,1,,5014DA,Tilburg,Noord-Brabant,480239,112,53,3,2,B,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, NS-plein.",koop,2024-01-15
90000432,NS-plein,3,,5014DA,Tilburg,Noord-Brabant,312915,166,85,5,4,E,beschikbaar,Lichte bovenwoning aan de NS-plein.,koop,2024-01-15
90000433,NS-plein,5,,5014DA,Tilburg,Noord-Brabant,358330,112,81,3,2,E,onder bod,Ruim appartement met balkon aan de NS-plein.,koop,2024-01-15
90000434,NS-plein,7,,5014DA,Tilburg,Noord-Brabant,276079,171,,5,4,D,onder bod,Modern herenhuis aan de NS-plein.,koop,2024-01-15
90000435,NS-plein,9,,5014DA,Tilburg,Noord-Brabant,369301,91,,3,2,F,beschikbaar,Ruim appartement met balkon aan de NS-plein.,koop,2024-01-15
90000436,NS-plein,11,,5014DA,Tilburg,Noord-Brabant,384851,173,250,5,4,D,beschikbaar,Sfeervolle woning aan de NS-plein.,koop,2024-01-15
90000437,NS-plein,13,,5014DA,Tilburg,Noord-Brabant,408802,70,186,2,1,E,beschikbaar,"Karakteristiek pand in het centrum, NS-plein.",koop,2024-01-15
90000438,NS-plein,15,,5014DA,Tilburg,Noord-Brabant,448687,132,157,4,3,B,beschikbaar,"Karakteristiek pand in het centrum, NS-plein.",koop,2024-01-15
90000439,NS-plein,17,,5014DA,Tilburg,Noord-Brabant,453957,78,,2,1,D,beschikbaar,"Karakteristiek pand in het centrum, NS-plein.",koop,2024-01-15
90000440,NS-plein,19,,5014DA,Tilburg,Noord-Brabant,388990,142,234,4,3,F,beschikbaar,Sfeervolle woning aan de NS-plein.,koop,2024-01-15
90000441,Stationsstraat,1,,5038EA,Tilburg,Noord-Brabant,404980,79,,2,1,E,onder bod,Lichte bovenwoning aan de Stationsstraat.,koop,2024-01-15
90000442,Stationsstraat,3,,5038EA,Tilburg,Noord-Brabant,478337,57,206,2,1,A,beschikbaar,"Karakteristiek pand in het centrum, Stationsstraat.",koop,2024-01-15
90000443,Stationsstraat,5,,5038EA,Tilburg,Noord-Brabant,355214,137,172,4,3,F,beschikbaar,Sfeervolle woning aan de Stationsstraat.,koop,2024-01-15
90000444,Stationsstraat,7,,5038EA,Tilburg,Noord-Brabant,310754,95,,3,2,C,onder bod,"Karakteristiek pand in het centrum, Stationsstraat.",koop,2024-01-15
90000445,Stationsstraat,9,,5038EA,Tilburg,Noord-Brabant,386569,159,,5,4,B,beschikbaar,Lichte bovenwoning aan de Stationsstraat.,koop,2024-01-15
90000446,Stationsstraat,11,,5038EA,Tilburg,Noord-Brabant,285738,131,186,4,3,C,beschikbaar,Ruim appartement met balkon aan de Stationsstraat.,koop,2024-01-15
90000447,Stationsstraat,13,,5038EA,Tilburg,Noord-Brabant,469727,113,,3,2,B,beschikbaar,"Karakteristiek pand in het centrum, Stationsstraat.",koop,2024-01-15
90000448,Stationsstraat,15,,5038EA,Tilburg,Noord-Brabant,320200,109,,3,2,D,beschikbaar,Ruim appartement met balkon aan de Stationsstraat.,koop,2024-01-15
90000449,Stationsstraat,17,,5038EA,Tilburg,Noord-Brabant,292244,58,131,2,1,C,beschikbaar,"Karakteristiek pand in het centrum, Stationsstraat.",koop,2024-01-15
90000450,Stationsstraat,19,,5038EA,Tilburg,Noord-Brabant,272489,117,62,3,2,A,beschikbaar,Sfeervolle woning aan de Stationsstraat.,koop,2024-01-15
90000451,Grote Markt,1,,6511KB,Nijmegen,Gelderland,469882,79,,2,1,D,beschikbaar,"Compacte woning dichtbij het centrum, Grote Markt.",koop,2024-01-15
90000452,Grote Markt,3,,6511KB,Nijmegen,Gelderland,525949,124,,4,3,C,beschikbaar,Sfeervolle woning aan de Grote Markt.,koop,2024-01-15
90000453,Grote Markt,5,,6511KB,Nijmegen,Gelderland,405147,122,163,4,3,E,beschikbaar,"Karakteristiek pand in het centrum, Grote Markt.",koop,2024-01-15
90000454,Grote Markt,7,,6511KB,Nijmegen,Gelderland,375611,47,,2,1,D,onder bod,Sfeervolle woning aan de Grote Markt.,koop,2024-01-15
90000455,Grote Markt,9,,6511KB,Nijmegen,Gelderland,425687,144,,4,3,A,beschikbaar,Lichte bovenwoning aan de Grote Markt.,koop,2024-01-15
90000456,Grote Markt,11,,6511KB,Nijmegen,Gelderland,423240,114,220,3,2,C,beschikbaar,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000457,Grote Markt,13,,6511KB,Nijmegen,Gelderland,498624,119,146,3,2,C,beschikbaar,"Compacte woning dichtbij het centrum, Grote Markt.",koop,2024-01-15
90000458,Grote Markt,15,,6511KB,Nijmegen,Gelderland,502484,50,56,2,1,B,beschikbaar,Modern herenhuis aan de Grote Markt.,koop,2024-01-15
90000459,Grote Markt,17,,6511KB,Nijmegen,Gelderland,436552,152,234,5,4,C,beschikbaar,Lichte bovenwoning aan de Grote Markt.,koop,2024-01-15
90000460,Grote Markt,19,,6511KB,Nijmegen,Gelderland,438246,82,228,2,1,B,onder bod,Ruim appartement met balkon aan de Grote Markt.,koop,2024-01-15
90000461,Lange Hezelstraat,1,,6511CD,Nijmegen,Gelderland,380263,142,,4,3,A,verkocht onder voorbehoud,Modern herenhuis aan de Lange Hezelstraat.,koop,2024-01-15
90000462,Lange Hezelstraat,3,,6511CD,Nijmegen,Gelderland,417006,69,,2,1,G,beschikbaar,Lichte bovenwoning aan de Lange Hezelstraat.,koop,2024-01-15
90000463,Lange Hezelstraat,5,,6511CD,Nijmegen,Gelderland,409483,178,153,5,4,C,beschikbaar,Sfeervolle woning aan de Lange Hezelstraat.,koop,2024-01-15
90000464,Lange Hezelstraat,7,,6511CD,Nijmegen,Gelderland,317340,115,,3,2,B,beschikbaar,Sfeervolle woning aan de Lange Hezelstraat.,koop,2024-01-15
90000465,Lange Hezelstraat,9,,6511CD,Nijmegen,Gelderland,330742,68,,2,1,B,verkocht onder voorbehoud,Sfeervolle woning aan de Lange Hezelstraat.,koop,2024-01-15
90000466,Lange Hezelstraat,11,,6511CD,Nijmegen,Gelderland,526163,169,172,5,4,D,beschikbaar,Modern herenhuis aan de Lange Hezelstraat.,koop,2024-01-15
90000467,Lange Hezelstraat,13,,6511CD,Nijmegen,Gelderland,497724,55,142,2,1,C,onder bod,Modern herenhuis aan de Lange Hezelstraat.,koop,2024-01-15
90000468,Lange Hezelstraat,15,,6511CD,Nijmegen,Gelderland,460364,134,149,4,3,B,onder bod,Ruim appartement met balkon aan de Lange Hezelstraat.,koop,2024-01-15
90000469,Lange Hezelstraat,17,,6511CD,Nijmegen,Gelderland,315188,160,97,5,4,C,beschikbaar,Lichte bovenwoning aan de Lange Hezelstraat.,koop,2024-01-15
90000470,Lange Hezelstraat,19,,6511CD,Nijmegen,Gelderland,529708,127,,4,3,D,onder bod,Modern herenhuis aan de Lange Hezelstraat.,koop,2024-01-15
90000471,Molenstraat,1,,6511EA,Nijmegen,Gelderland,399567,172,,5,4,A,beschikbaar,Modern herenhuis aan de Molenstraat.,koop,2024-01-15
90000472,Molenstraat,3,,6511EA,Nijmegen,Gelderland,365231,78,38,2,1,A,beschikbaar,Sfeervolle woning aan de Molenstraat.,koop,2024-01-15
90000473,Molenstraat,5,,6511EA,Nijmegen,Gelderland,469743,144,,4,3,C,verkocht onder voorbehoud,"Karakteristiek pand in het centrum, Molenstraat.",koop,2024-01-15
90000474,Molenstraat,7,,6511EA,Nijmegen,Gelderland,437698,63,83,2,1,D,beschikbaar,Lichte bovenwoning aan de Molenstraat.,koop,2024-01-15
90000475,Molenstraat,9,,6511EA,Nijmegen,Gelderland,530913,151,,5,4,D,beschikbaar,"Compacte woning dichtbij het centrum, Molenstraat.",koop,2024-01-15
90000476,Molenstraat,11,,6511EA,Nijmegen,Gelderland,375559,100,,3,2,A,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Molenstraat.",koop,2024-01-15
90000477,Molenstraat,13,,6511EA,Nijmegen,Gelderland,342659,90,,3,2,C,verkocht onder voorbehoud,Lichte bovenwoning aan de Molenstraat.,koop,2024-01-15
90000478,Molenstraat,15,,6511EA,Nijmegen,Gelderland,356465,91,,3,2,C,verkocht onder voorbehoud,"Compacte woning dichtbij het centrum, Molenstraat.",koop,2024-01-15
90000479,Molenstraat,17,,6511EA,Nijmegen,Gelderland,462625,155,,5,4,B,beschikbaar,"Compacte woning dichtbij het centrum, Molenstraat.",koop,2024-01-15
90000480,Molenstraat,19,,6511EA,Nijmegen,Gelderland,315051,110,145,3,2,B,beschikbaar,Lichte bovenwoning aan de Molenstraat.,koop,2024-01-15
90000481,Hertogstraat,1,,6511TA,Nijmegen,Gelderland,316721,49,,2,1,G,beschikbaar,"Karakteristiek pand in het centrum, Hertogstraat.",koop,2024-01-15
